MA	Gene Name	Ensembl ID	GM12878-ENCFF853TRI	GM12878-ENCFF305QBE	K562-ENCFF332TWQ	K562-ENCFF425PIK	HepG2-ENCFF430KOC	HepG2-ENCFF966SVU	HeLa-S2-ENCFF504AOD	HeLa-S2-ENCFF214ZYK	H1-ENCFF679BHK	H1-ENCFF289GEC	HUVEC-ENCFF211SQP	HUVEC-ENCFF318QVC	NHEK-ENCFF566XEO	NHEK-ENCFF570MJL	A549-ENCFF578YTC	A549-ENCFF908XTR	HMEC-ENCFF749LVX	HMEC-ENCFF476ARS	HSMM-ENCFF226JIS	HSMM-ENCFF036QPG	MCF-7-ENCFF735QLM	MCF-7-ENCFF317XCR	Th1-ENCFF879KHB	Th1-ENCFF979WIG	BE2C-ENCFF242CZI	BE2C-ENCFF465LLS	BE2C-ENCFF256IPJ	BJ-ENCFF982HRR	BJ-ENCFF967KIB	BJ-ENCFF154BBN	Jurkat-ENCFF799GFQ	Jurkat-ENCFF847SAP	Jurkat-ENCFF226OYU	Monocytes-CD14+-ENCFF167IBQ	Monocytes-CD14+-ENCFF857HLU	Monocytes-CD14+-ENCFF780XKG	NHLF-ENCFF609ZJO	NHLF-ENCFF400BDD	Panc1-ENCFF921FTG	Panc1-ENCFF149WMH	Panc1-ENCFF249UJV	CD20-ENCFF642IQW	CD20-ENCFF410IPV	CD34-ENCFF040ZTX	CD34-ENCFF932WWC	Ishikawa-ES-ENCFF770CRK	Ishikawa-ES-ENCFF667ZBZ	Chorion-ENCFF954RVV	Chorion-ENCFF376HRQ	HeLa-S3-ENCFF255QOM	Hepatocytes-ENCFF264EOK	Hepatocytes-ENCFF064IQR	T-47D-ENCFF549FIH	T-47D-ENCFF234TQB
MA0797.1	TGIF2	ENSG00000118707	18.93	30.320000000000004	1.37	2.62	5.54	7.390000000000001	2.19	1.9499999999999997	10.24	11.45	3.4800000000000004	2.9799999999999995	5.56	5.65	7.0600000000000005	4.15	7.6899999999999995	7.2700000000000005	16.55	14.980000000000002	22.95	22.72	13.540000000000001	12.899999999999999	5.119999999999999	5.41	4.3500000000000005	6.75	6.79	9.1	6.92	8.540000000000001	8.97	12.18	11.96	10.86	5.66	5.23	10.13	10.639999999999999	9.049999999999999	30.660000000000004	15.770000000000001	23.29	24.97	7.65	7.9399999999999995	2.78	2.6899999999999995	2.13	26.610000000000003	27.519999999999996	8.37	11.040000000000001
MA0798.1	RFX3	ENSG00000080298	5.58	6.670000000000001	3.34	1.9100000000000001	3.99	3.56	1.7400000000000002	0.85	6.07	9.219999999999999	2.2300000000000004	3.0300000000000002	0.53	1.09	3.18	6.83	1.3900000000000001	1.35	1.7	1.7	2.62	2.6799999999999997	9.709999999999999	9.48	2.13	2.2	2.07	2.45	2.2	1.99	2.08	4.71	4.75	3.8499999999999996	3.9399999999999995	2.14	2.11	1.9300000000000002	1.78	1.3599999999999999	2.69	5.42	3.93	15.34	15.520000000000003	1.28	1.18	1.9	1.6799999999999997	0.53	3.62	3.75	3.43	3.0100000000000002
MA0799.1	RFX4	ENSG00000111783	0.0	0.01	0.0	0.0	0.03	0.0	0.0	0.0	0.03	0.16	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.04	0.04	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.0	0.0	0.0	0.08	0.08	0.0	0.0
MA0800.1	EOMES	ENSG00000163508	0.89	1.4100000000000001	0.0	0.0	0.0	0.0	0.18	0.0	0.01	0.52	0.0	0.0	0.63	1.7	0.5900000000000001	1.2	0.86	2.06	0.01	0.01	0.65	0.19	26.529999999999998	21.61	0.1	0.0	0.0	0.0	0.0	0.0	2.39	2.71	1.77	0.0	0.0	0.04	0.0	0.01	1.33	1.3599999999999999	1.5899999999999999	0.11	0.04	0.0	0.03	0.42	0.39	0.1	0.1	0.0	0.32	0.32999999999999996	0.0	0.0
MA0801.1	MGA	ENSG00000174197	15.14	17.26	22.81	23.289999999999996	25.88	20.73	43.17	38.9	19.91	31.04	16.82	22.979999999999997	1.1400000000000001	2.93	1.46	13.649999999999999	3.1899999999999995	3.31	2.67	2.9399999999999995	11.639999999999999	11.24	42.89	43.400000000000006	5.49	5.449999999999999	6.879999999999999	6.509999999999999	6.58	3.7	14.23	12.330000000000002	9.45	3.3	3.14	1.0399999999999998	5.37	5.39	7.359999999999999	7.619999999999999	7.0	5.3500000000000005	3.7700000000000005	14.79	16.19	8.149999999999999	7.429999999999999	11.91	12.440000000000001	37.57	9.620000000000003	9.510000000000002	7.480000000000001	9.76
MA0802.1	TBR1	ENSG00000136535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.01	0.01	0.12000000000000001	0.11	0.0	0.0	0.07	0.07	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.01	0.01	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.02	0.02	0.01	0.01	0.0	0.0	0.0	0.0	0.03
MA0803.1	TBX15	ENSG00000092607	0.78	1.03	7.5200000000000005	1.97	4.35	3.4800000000000004	0.23	0.14	0.06	0.13	0.0	0.0	0.0	0.0	0.01	0.06	0.01	0.01	17.59	18.2	0.03	0.03	0.03	0.03	0.03	0.03	0.14	13.379999999999999	13.39	12.67	0.0	0.0	0.0	0.0	0.0	0.01	0.27	0.27	1.44	1.46	1.09	0.01	0.02	0.05	0.04	0.12	0.13	0.13	0.13	0.15	1.59	1.6300000000000001	0.02	0.0
MA0804.1	TBX19	ENSG00000143178	0.34	0.94	0.87	0.6000000000000001	0.17	0.1	0.33	0.45	0.15	0.24	0.0	0.16	0.34	0.45	2.37	1.5099999999999998	0.5	0.51	1.1400000000000001	1.18	1.73	1.69	0.9999999999999999	0.9700000000000001	1.55	1.58	1.04	2.44	2.44	1.91	0.12	0.28	0.3	5.68	5.73	3.45	0.42000000000000004	0.42000000000000004	1.7200000000000002	1.75	1.22	3.9000000000000004	4.1000000000000005	2.4	2.5999999999999996	1.7399999999999998	1.7999999999999998	0.94	0.9199999999999999	0.47	0.8999999999999999	0.94	0.32	0.43
MA0805.1	TBX1	ENSG00000184058	0.0	0.0	4.28	5.960000000000001	0.0	0.0	0.0	0.25	0.0	0.0	1.45	1.23	0.01	0.0	7.53	0.42000000000000004	0.0	0.0	10.14	8.67	0.07	0.11	0.04	0.01	0.0	0.0	0.0	0.0	0.0	0.01	9.31	6.65	7.32	0.0	0.0	0.0	0.01	0.0	75.57000000000001	82.26	84.95	0.0	0.0	0.05	0.05	0.11	0.49	0.32	0.30000000000000004	0.26	0.89	0.91	3.3800000000000003	3.42
MA0806.1	TBX4	ENSG00000121075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.07999999999999999	0.25	0.03	0.03	0.09	0.1	1.31	1.3	0.0	0.0	0.96	0.98	1.05	2.35	2.33	3.01	0.08	0.07	0.07	0.0	0.0	0.0	74.32	74.52	0.15000000000000002	0.16	0.08	0.0	0.0	0.0	0.0	0.16	0.16	6.21	6.05	0.0	9.55	9.879999999999999	0.0	0.05
MA0807.1	TBX5	ENSG00000089225	0.01	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15000000000000002	0.15000000000000002	0.0	0.0	0.04	0.05	0.03	23.899999999999995	23.85	25.25	0.0	0.0	0.0	0.0	0.0	0.0	13.899999999999999	14.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91	7.87	0.0	5.1899999999999995	5.369999999999999	0.0	0.0
MA0808.1	TEAD3	ENSG00000007866	0.08	0.14	3.99	2.7800000000000002	6.01	6.58	1.91	2.67	6.74	7.97	0.3	0.32	6.8999999999999995	4.83	5.37	1.92	11.120000000000001	11.38	21.54	22.28	7.88	7.67	0.44	0.03	13.709999999999999	13.98	15.75	18.36	18.39	33.09	3.35	2.87	2.86	0.0	0.0	0.0	22.349999999999998	22.65	11.45	11.66	11.05	0.02	0.01	0.23	0.19	18.29	18.650000000000002	131.43	129.23	2.68	29.439999999999998	30.46	38.97	37.39
MA0809.1	TEAD4	ENSG00000197905	0.13999999999999999	0.02	10.82	18.04	17.57	26.459999999999997	13.340000000000002	13.549999999999999	26.44	35.870000000000005	16.43	20.21	4.859999999999999	4.34	73.71	16.65	16.23	16.57	61.57999999999999	63.7	7.760000000000001	7.540000000000001	0.0	0.0	0.14	0.15	0.44999999999999996	15.349999999999998	15.349999999999998	24.73	48.42999999999999	39.29	38.72	0.0	0.0	0.0	13.450000000000001	13.620000000000001	34.970000000000006	35.53999999999999	36.56	0.0	0.0	0.27	0.25	50.71	51.8	5.5600000000000005	5.459999999999999	14.01	9.879999999999999	10.16	46.86000000000001	51.870000000000005
MA0810.1	TFAP2A(var.2)	ENSG00000137203	0.19	0.15	7.62	3.41	0.28	0.15	35.050000000000004	66.89	0.5700000000000001	0.7	0.08	0.0	30.879999999999995	24.390000000000004	26.2	8.780000000000001	16.24	17.099999999999998	0.09	0.09	2.6100000000000003	1.57	0.0	0.0	2.08	2.13	2.23	10.599999999999998	10.62	10.729999999999999	1.2	1.9500000000000002	1.65	0.0	0.0	0.0	0.04	0.04	76.13000000000001	77.48	87.01	0.0	0.01	0.01	0.0	3.51	2.9699999999999998	270.79999999999995	292.32	65.85000000000001	14.330000000000002	10.129999999999999	127.63	136.66000000000003
MA0811.1	TFAP2B	ENSG00000008196	0.1	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.15	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.49	22.1	14.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.53	0.0	4.74	4.79	0.42000000000000004	0.5599999999999999
MA0812.1	TFAP2B(var.2)	ENSG00000008196	0.1	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.15	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.49	22.1	14.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.53	0.0	4.74	4.79	0.42000000000000004	0.5599999999999999
MA0813.1	TFAP2B(var.3)	ENSG00000008196	0.1	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.15	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.49	22.1	14.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.53	0.0	4.74	4.79	0.42000000000000004	0.5599999999999999
MA0814.1	TFAP2C(var.2)	ENSG00000087510	0.0	0.0	0.0	0.02	0.02	0.0	3.75	4.1	1.93	1.85	0.0	0.0	5.68	6.9799999999999995	12.77	8.8	8.899999999999999	11.25	0.0	0.01	79.33	77.2	0.0	0.0	0.0	0.0	0.0	3.22	3.22	2.54	0.79	1.56	0.71	0.0	0.0	0.0	0.19	0.21	1.55	1.21	3.02	0.0	0.0	0.0	0.0	4.28	3.75	26.66	27.91	4.29	2.61	2.69	37.11	41.03
MA0815.1	TFAP2C(var.3)	ENSG00000087510	0.0	0.0	0.0	0.02	0.02	0.0	3.75	4.1	1.93	1.85	0.0	0.0	5.68	6.9799999999999995	12.77	8.8	8.899999999999999	11.25	0.0	0.01	79.33	77.2	0.0	0.0	0.0	0.0	0.0	3.22	3.22	2.54	0.79	1.56	0.71	0.0	0.0	0.0	0.19	0.21	1.55	1.21	3.02	0.0	0.0	0.0	0.0	4.28	3.75	26.66	27.91	4.29	2.61	2.69	37.11	41.03
MA0817.1	BHLHE23	ENSG00000125533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	1.85	1.81	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.06	0.03	0.0	0.1	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0818.1	BHLHE22	ENSG00000180828	0.14	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.01	0.01	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0
MA0819.1	CLOCK	ENSG00000134852	4.76	9.27	6.449999999999999	8.120000000000001	11.830000000000002	8.969999999999999	6.13	3.93	8.19	14.5	8.58	16.35	9.280000000000001	21.28	1.7	9.53	18.54	18.74	13.87	14.18	10.77	10.52	8.79	7.93	2.3800000000000003	2.44	2.61	17.59	17.32	11.909999999999998	3.0200000000000005	3.0	2.9699999999999998	2.73	2.74	0.8700000000000001	22.87	22.82	5.7299999999999995	5.63	5.760000000000001	2.58	1.83	5.93	6.159999999999999	8.42	8.68	9.51	9.76	4.16	8.5	8.81	5.1499999999999995	7.27
MA0820.1	FIGLA	ENSG00000183733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0821.1	HES5	ENSG00000273529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0822.1	HES7	ENSG00000179111	0.06	0.06	0.04	0.09	0.0	0.0	6.6	7.880000000000001	0.16999999999999998	0.0	0.0	0.09	0.75	0.01	8.44	0.43	0.3	0.3	0.15	0.15	0.0	0.0	0.03	0.03	1.81	1.85	2.77	0.03	0.03	0.0	0.78	1.77	1.85	0.0	0.0	0.0	0.03	0.03	3.9799999999999995	4.07	4.66	0.07	0.21	0.2	0.18	0.0	0.0	0.5299999999999999	0.51	8.32	0.0	0.0	0.1	0.03
MA0823.1	HEY1	ENSG00000164683	0.59	0.9199999999999999	15.27	14.65	14.170000000000002	5.79	24.929999999999996	15.01	0.88	2.7399999999999998	17.68	5.2	0.8300000000000001	0.54	5.98	0.77	0.89	0.9	1.25	1.29	1.09	1.06	0.04	0.04	37.18	37.85999999999999	70.97	0.8600000000000001	0.8400000000000001	1.35	1.72	0.87	0.91	0.5900000000000001	0.5900000000000001	0.39	0.16	0.16	0.9199999999999999	0.96	0.42	0.32	0.11	0.08	0.06999999999999999	0.67	0.7300000000000001	12.07	12.129999999999999	15.379999999999999	8.859999999999998	9.14	0.19	0.09
MA0824.1	ID4	ENSG00000172201	0.01	0.06	0.0	0.0	0.02	0.1	0.0	0.0	1.42	2.31	0.0	0.0	0.45	0.58	8.53	1.2	0.04	0.04	0.31	0.32	3.98	3.87	0.06	0.07	0.21	0.22	0.16	2.52	2.52	1.81	0.04	0.0	0.0	0.0	0.0	0.0	1.17	1.19	0.1	0.1	0.05	0.0	0.0	0.4	0.37	5.12	6.38	5.99	5.5	0.0	112.69	116.33	1.64	2.95
MA0825.1	MNT	ENSG00000070444	2.3899999999999997	3.02	10.120000000000001	7.33	5.660000000000001	7.920000000000001	21.830000000000002	27.5	8.96	9.889999999999999	8.690000000000001	5.779999999999999	1.85	1.04	44.080000000000005	4.3100000000000005	3.55	3.67	2.9499999999999997	3.07	4.26	4.16	10.48	9.34	14.33	14.649999999999999	14.860000000000001	1.9700000000000002	1.98	2.5199999999999996	12.43	12.05	12.239999999999998	31.450000000000003	31.839999999999996	20.799999999999997	1.93	1.95	30.95	32.029999999999994	29.270000000000003	23.839999999999996	12.920000000000002	10.0	9.75	5.18	5.4	21.529999999999998	20.679999999999996	27.779999999999998	7.3100000000000005	7.489999999999999	12.780000000000001	13.66
MA0826.1	OLIG1	ENSG00000184221	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.77	0.0	0.0	0.0	0.0	0.07	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.22	2.02	1.79	38.150000000000006	38.39	36.23	0.0	0.0	0.0	0.0	0.0	0.01	0.11	0.0	0.0	0.0	0.0	0.02	0.04	0.0	0.0	0.0	0.21000000000000002	0.05
MA0827.1	OLIG3	ENSG00000177468	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.02	0.02	0.0	0.0	0.0	0.0	0.0
MA0828.1	SREBF2(var.2)	ENSG00000198911	58.97	65.06	63.55000000000001	39.47999999999999	35.83	55.67000000000001	10.500000000000002	16.6	57.88000000000001	53.82000000000001	22.849999999999998	22.64	40.66	49.79	53.03999999999999	22.13	53.550000000000004	54.75	30.669999999999995	31.73	29.71	29.08	17.23	17.32	166.60999999999996	170.28	154.19000000000003	16.57	16.57	21.43	79.64	77.35	79.28000000000002	18.180000000000003	18.39	24.589999999999996	39.99	40.24	78.49	79.91999999999999	72.66000000000001	73.92	74.38999999999999	50.569999999999986	54.21999999999999	65.00999999999999	66.88	18.770000000000003	18.45	16.38	79.03999999999999	81.62999999999998	69.55999999999999	84.66000000000001
MA0830.1	TCF4	ENSG00000196628	16.299999999999997	22.869999999999997	19.97	21.150000000000002	0.06	0.08	0.1	0.0	98.58000000000001	97.96	139.28	125.16000000000001	4.04	7.5299999999999985	1.3700000000000003	2.48	9.33	11.71	42.839999999999996	48.839999999999996	0.03	0.03	1.5100000000000002	1.4600000000000004	82.87	79.36999999999999	58.46999999999999	47.93000000000001	52.510000000000005	50.4	0.79	1.4300000000000002	1.19	4.7299999999999995	4.79	2.5700000000000003	31.290000000000006	33.26999999999999	0.61	0.8	0.8500000000000001	61.83	36.129999999999995	32.39	36.55	4.460000000000001	3.9899999999999998	20.310000000000002	20.259999999999998	0.0	32.910000000000004	30.779999999999998	1.34	1.9599999999999997
MA0831.1	TFE3	ENSG00000068323	8.6	9.89	19.52	19.07	16.549999999999997	29.75	67.32000000000001	68.67	37.97	43.85	47.04	36.04	19.97	11.36	32.379999999999995	20.68	12.03	12.299999999999999	26.119999999999997	27.05	7.0	6.8	6.36	6.31	23.02	23.7	21.240000000000002	17.36	17.009999999999998	21.71	14.21	11.05	10.22	30.53	30.939999999999998	34.77	19.39	19.67	47.2	48.03	51.650000000000006	21.63	13.55	26.93	28.12	12.42	12.7	31.97	32.58	71.5	65.62	67.81	31.900000000000002	37.76
MA0831.2	TFE3	ENSG00000068323	8.6	9.89	19.52	19.07	16.549999999999997	29.75	67.32000000000001	68.67	37.97	43.85	47.04	36.04	19.97	11.36	32.379999999999995	20.68	12.03	12.299999999999999	26.119999999999997	27.05	7.0	6.8	6.36	6.31	23.02	23.7	21.240000000000002	17.36	17.009999999999998	21.71	14.21	11.05	10.22	30.53	30.939999999999998	34.77	19.39	19.67	47.2	48.03	51.650000000000006	21.63	13.55	26.93	28.12	12.42	12.7	31.97	32.58	71.5	65.62	67.81	31.900000000000002	37.76
MA0833.1	ATF4	ENSG00000128272	150.05999999999997	140.41000000000003	387.08	115.75	293.60999999999996	413.91999999999996	260.65	285.18	275.15000000000003	244.64000000000001	158.74	155.21	513.14	548.55	169.43	421.99000000000007	786.53	803.99	414.59	429.04999999999995	218.96	213.35999999999999	79.78999999999999	80.12	921.13	941.2900000000001	1043.33	816.5699999999999	817.8800000000001	723.1400000000001	509.39000000000004	473.05	497.65999999999997	450.19	454.67	340.06	360.15999999999997	365.07	305.81	311.76000000000005	279.65	473.53000000000003	439.18	338.3	324.85	650.5	671.4999999999999	254.03	243.80999999999997	295.73	139.87	144.25	178.16	170.14
MA0834.1	ATF7	ENSG00000170653	21.45	23.860000000000003	14.58	24.509999999999998	16.93	18.689999999999998	57.31	26.009999999999998	10.25	10.079999999999998	41.480000000000004	40.25	9.540000000000001	16.1	17.820000000000004	29.349999999999998	14.190000000000001	14.5	18.270000000000003	20.02	21.4	19.65	9.149999999999999	8.649999999999999	15.320000000000002	15.88	13.62	16.720000000000002	18.66	17.5	9.4	15.62	16.21	20.12	20.9	14.899999999999999	22.999999999999996	24.389999999999993	12.930000000000001	13.299999999999999	12.98	10.879999999999999	10.17	22.930000000000003	24.599999999999994	21.040000000000003	20.44	20.279999999999998	20.32	26.009999999999998	16.96	17.230000000000004	28.240000000000002	27.17
MA0835.1	BATF3	ENSG00000123685	9.600000000000001	16.13	4.829999999999999	1.26	0.06	0.17	0.24	0.16	2.06	2.36	0.47000000000000003	0.12	0.08	0.0	17.76	5.969999999999999	0.14	0.15	0.44000000000000006	0.44999999999999996	0.02	0.02	0.2	0.2	2.1799999999999997	2.2	2.71	1.2300000000000002	1.2300000000000002	1.38	59.28	51.38	52.68	6.9	6.970000000000001	9.959999999999999	3.18	3.23	5.01	5.109999999999999	4.85	0.55	0.23	2.27	2.5500000000000003	2.6300000000000003	2.7	1.8699999999999999	1.7999999999999998	0.16	2.6599999999999997	2.7399999999999998	0.12	0.09
MA0836.1	CEBPD	ENSG00000221869	0.14	0.14	1.09	0.43	1.21	4.27	3.42	3.98	0.31	0.53	0.49	0.0	10.71	4.42	15.98	5.83	12.6	12.87	15.52	16.05	0.67	0.65	3.74	3.56	0.09	0.1	0.09	32.32	32.35	24.7	0.42	0.21	0.22	153.89	155.44	629.84	12.3	12.46	3.93	3.98	4.6	1.5	1.9	1.23	1.19	3.87	4.0	76.73	73.43	4.15	344.74	355.88	12.57	12.4
MA0837.1	CEBPE	ENSG00000092067	0.13	0.0	0.12	0.03	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.41	0.0	0.0	0.0	0.0	0.0	0.0	11.36	13.92	14.64	1.1	1.11	2.27	0.0	0.0	0.04	0.04	0.0	0.18	0.29	0.37	0.26	0.0	0.0	0.02	0.02	0.08	0.0	0.0	0.0	0.0
MA0838.1	CEBPG	ENSG00000153879	19.32	17.76	52.5	20.34	26.78	44.6	27.75	21.21	21.92	23.57	17.55	17.93	13.33	21.5	9.08	79.06	16.36	16.709999999999997	5.68	5.859999999999999	19.689999999999998	19.14	10.280000000000001	10.31	56.790000000000006	57.75	61.040000000000006	24.04	24.06	13.080000000000002	20.56	19.78	20.18	13.57	13.71	5.86	9.5	9.620000000000001	23.91	24.23	22.53	22.259999999999998	8.11	18.75	19.13	15.22	15.78	11.600000000000001	11.27	21.950000000000003	21.41	22.16	13.07	14.57
MA0839.1	CREB3L1	ENSG00000157613	0.35000000000000003	0.19	33.010000000000005	29.630000000000003	0.0	0.0	1.72	2.27	27.810000000000002	22.470000000000002	1.56	1.0899999999999999	0.14	0.05	0.0	0.36	0.0	0.0	2.42	29.689999999999998	0.19	0.04	0.02	0.0	0.05	0.0	0.25	2.38	17.59	3.3	0.0	1.01	0.4	0.0	0.0	0.04	1.75	27.669999999999998	31.12	1.3599999999999999	29.64	0.06	0.0	0.0	0.06	0.28	0.29000000000000004	0.6600000000000001	16.35	2.2399999999999998	226.32	4.19	0.09	0.27
MA0841.1	NFE2	ENSG00000123405	0.0	0.0	87.31	144.76999999999998	0.68	0.7	1.15	3.58	2.4499999999999997	1.6300000000000001	0.0	0.0	0.15000000000000002	0.13	0.27	0.68	0.47	0.48	0.0	0.0	0.03	0.03	0.53	0.46	0.59	0.6	0.63	0.73	0.73	0.82	0.12	0.27	0.29	71.05	71.78	79.72000000000001	0.06	0.06	0.2	0.2	0.08	0.53	0.39	148.42999999999998	150.55	1.33	1.37	5.920000000000001	5.8500000000000005	3.4299999999999997	0.0	0.0	0.41000000000000003	0.73
MA0842.1	NRL	ENSG00000129535	0.11	1.77	0.51	0.22999999999999998	0.19	0.54	0.05	0.0	0.08	0.24000000000000002	0.0	0.06	0.32	0.35000000000000003	1.05	0.65	0.55	0.56	1.37	1.43	0.59	0.58	1.5	1.6	2.4200000000000004	2.48	1.7999999999999998	0.49	0.49	0.74	2.56	2.67	2.45	0.98	0.99	1.8	0.42	0.42	0.48000000000000004	0.49	0.8600000000000001	3.39	4.53	1.32	1.26	7.289999999999999	7.56	1.04	1.02	0.0	2.6900000000000004	2.77	0.71	0.7700000000000001
MA0843.1	TEF	ENSG00000167074	0.91	1.87	0.22	0.41000000000000003	5.82	2.43	0.77	1.71	3.0	2.96	1.73	0.98	9.64	5.43	1.04	3.2800000000000002	6.6	6.699999999999999	2.5	2.57	4.59	4.5	4.86	4.45	3.2	3.3400000000000003	2.39	17.36	17.34	23.75	3.5999999999999996	4.97	5.1	1.25	1.25	0.55	7.329999999999999	7.380000000000001	4.8	4.91	3.5100000000000002	1.12	3.2800000000000002	1.0899999999999999	1.05	1.72	1.77	3.17	3.14	1.68	5.45	5.62	4.49	5.369999999999999
MA0844.1	XBP1	ENSG00000100219	239.82999999999996	247.89000000000001	149.51	84.37999999999998	287.25	446.93000000000006	100.49000000000001	132.92	99.53000000000002	118.15	72.7	67.64	44.83	78.55000000000001	26.37	157.17	84.99000000000001	87.09	73.36	76.07	455.5	442.66999999999996	80.4	79.32000000000001	108.26	110.94000000000001	90.35000000000001	206.45000000000002	206.51999999999998	182.44	30.21	32.919999999999995	34.06	129.95	131.35	58.18	96.15999999999998	97.53999999999999	36.45	37.400000000000006	35.09	57.07	45.22	246.15	251.27	87.50999999999999	89.99000000000001	139.26	137.04	139.28000000000003	271.20000000000005	279.06	263.01000000000005	387.6600000000001
MA0845.1	FOXB1	ENSG00000171956	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.44	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.01	0.0	0.0	0.0	0.0	0.0	0.0	1.77	1.88	1.41	0.0	0.0	0.0	0.0	0.0	0.14	0.18	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.28	0.0	0.26	0.25	0.08	0.0
MA0846.1	FOXC2	ENSG00000176692	0.0	0.0	0.02	0.0	0.0	0.03	4.99	4.97	0.0	0.0	21.62	15.3	0.01	0.01	0.66	0.08	0.99	1.11	2.66	3.16	0.01	0.0	0.0	0.0	0.04	0.07	0.0	0.19	0.32	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.73	1.35	15.84	20.88	18.27	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.07	7.45	0.81	1.08	0.0	0.0
